city,link,name,party,sex,city_en
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7542,Abdullah DOĞRU,AK Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7636,Ahmet ZENBİLCİ,AK Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7606,Ayhan BARUT,CHP,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7554,Ayşe Sibel ERSOY,MHP,K,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7621,Burhanettin BULUT,CHP,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7553,İsmail KONCUK,İYİ Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7163,Jülide SARIEROĞLU,AK Parti,K,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7566,Kemal PEKÖZ,HDP,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5822,Mehmet Metanet ÇULHAOĞLU,İYİ Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6852,Mehmet Şükrü ERDİNÇ,AK Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6439,Muharrem VARLI,MHP,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7631,Müzeyyen ŞEVKİN,CHP,K,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7612,Orhan SÜMER,CHP,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7358,Tamer DAĞLI,AK Parti,E,ADANA
Adana,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7572,Tulay HATIMOĞULLARI ORUÇ,HDP,K,ADANA
Adıyaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7438,Abdurrahman TUTDERE,CHP,E,ADIYAMAN
Adıyaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6608,Ahmet AYDIN,AK Parti,E,ADIYAMAN
Adıyaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7117,İbrahim Halil FIRAT,AK Parti,E,ADIYAMAN
Adıyaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7446,Muhammed Fatih TOPRAK,AK Parti,E,ADIYAMAN
Adıyaman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7447,Yakup TAŞ,AK Parti,E,ADIYAMAN
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7010,Ali ÖZKAYA,AK Parti,E,AFYONKARAHISAR
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7055,Burcu KÖKSAL,CHP,K,AFYONKARAHISAR
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7666,Gültekin UYSAL,DP,E,AFYONKARAHISAR
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7463,İbrahim YURDUNUSEVEN,AK Parti,E,AFYONKARAHISAR
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7459,Mehmet TAYTAK,MHP,E,AFYONKARAHISAR
Afyon,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6545,Veysel EROĞLU,AK Parti,E,AFYONKARAHISAR
Ağrı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7650,Abdullah KOÇ,HDP,E,AGRI
Ağrı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7193,Berdan ÖZTÜRK,HDP,E,AGRI
Ağrı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7192,Dirayet Dilan TAŞDEMİR,HDP,K,AGRI
Ağrı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6665,Ekrem ÇELEBİ,AK Parti,E,AGRI
Aksaray,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7531,Ayhan EREL,İYİ Parti,E,AKSARAY
Aksaray,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7325,Cengiz AYDOĞDU,AK Parti,E,AKSARAY
Aksaray,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6566,İlknur İNCEÖZ,AK Parti,K,AKSARAY
Aksaray,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7515,Ramazan KAŞLI,MHP,E,AKSARAY
Amasya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7408,Hasan ÇİLEZ,AK Parti,E,AMASYA
Amasya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7253,Mustafa TUNCER,CHP,E,AMASYA
Amasya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7415,Mustafa Levent KARAHOCAGİL,AK Parti,E,AMASYA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6081,Ahmet Haluk KOÇ,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7000,Ali Haydar HAKVERDİ,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7052,Ali İhsan ARSLAN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7582,Arife POLAT DÜZGÜN,AK Parti,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7516,Asuman ERDOĞAN,AK Parti,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7448,Ayhan ALTINTAŞ,İYİ Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7467,Barış AYDIN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6717,Bülent KUŞOĞLU,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6982,Durmuş YILMAZ,İYİ Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6704,Emrullah İŞLER,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7326,Erkan HABERAL,MHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6810,Fatih ŞAHİN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7273,Filiz KERESTECİOĞLU DEMİR,HDP,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7436,Gamze TAŞCIER,CHP,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6122,Hacı TURAN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5744,İbrahim Halil ORAL,İYİ Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=4712,Koray AYDIN,İYİ Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6692,Levent GÖK,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7128,Lütfiye Selva ÇAM,AK Parti,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6667,Mehmet Naci BOSTANCI,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7108,Mevlüt KARAKAYA,MHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6995,Murat EMİR,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7435,Mustafa DESTİCİ,BBP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7449,Nevin TAŞLIÇAY,MHP,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7151,Nevzat CEYLAN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7121,Nihat YEŞİL,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7514,Orhan YEGİN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6855,Sadir DURMAZ,MHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7465,Servet ÜNSAL,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6399,Şenol SUNAT,İYİ Parti,K,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6381,Tekin BİNGÖL,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6689,Yalçın AKDOĞAN,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7440,Yaşar YILDIRIM,MHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7437,Yıldırım KAYA,CHP,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6375,Yıldırım Tuğrul TÜRKEŞ,AK Parti,E,ANKARA
Ankara,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7584,Zeynep YILDIZ,AK Parti,K,ANKARA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6988,Abdurrahman BAŞKAN,MHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7377,Atay USLU,AK Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7678,Aydın ÖZER,CHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7651,Cavit ARI,CHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6990,Çetin Osman BUDAK,CHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=3377,Deniz BAYKAL,CHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7548,Feridun BAHŞİ,İYİ Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7540,Hasan SUBAŞI,İYİ Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7356,İbrahim AYDIN,AK Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7564,Kemal BÜLBÜL,HDP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5660,Kemal ÇELİK,AK Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7306,Mustafa KÖSE,AK Parti,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7562,Rafet ZEYBEK,CHP,E,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7125,Sena Nur ÇELİK,AK Parti,K,ANTALYA
Antalya,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7679,Tuba VURAL ÇOKAL,AK Parti,K,ANTALYA
Ardahan,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6687,Orhan ATALAY,AK Parti,E,ARDAHAN
Ardahan,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7364,Öztürk YILMAZ,Yenilik P,E,ARDAHAN
Artvin,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7466,Ertunç Erkan BALTA,AK Parti,E,ARTVIN
Artvin,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6909,Uğur BAYRAKTUTAN,CHP,E,ARTVIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7627,Aydın Adnan SEZGİN,İYİ Parti,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7649,Bekir Kuvvet ERİM,AK Parti,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6734,Bülent TEZCAN,CHP,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7243,Hüseyin YILDIZ,CHP,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7648,Metin YAVUZ,AK Parti,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7388,Mustafa SAVAŞ,AK Parti,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7652,Rıza POSACI,AK Parti,E,AYDIN
Aydın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7581,Süleyman BÜLBÜL,CHP,E,AYDIN
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7425,Adil ÇELİK,AK Parti,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7124,Ahmet AKIN,CHP,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7427,Belgin UYGUR,AK Parti,K,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7590,Ensar AYTEKİN,CHP,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7461,Fikret ŞAHİN,CHP,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7248,İsmail OK,BAĞIMSIZ,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7428,Mustafa CANBEY,AK Parti,E,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7424,Pakize Mutlu AYDEMİR,AK Parti,K,BALIKESIR
Balıkesir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7426,Yavuz SUBAŞI,AK Parti,E,BALIKESIR
Bartın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7589,Aysu BANKOĞLU,CHP,K,BARTIN
Bartın,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6541,Yılmaz TUNÇ,AK Parti,E,BARTIN
Batman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7198,Ayşe ACAR BAŞARAN,HDP,K,BATMAN
Batman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7211,Feleknas UCA,HDP,K,BATMAN
Batman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7596,Mehmet Ruştu TİRYAKİ,HDP,E,BATMAN
Batman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7613,Necdet İPEKYÜZ,HDP,E,BATMAN
Batman,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6730,Ziver ÖZDEMİR,AK Parti,E,BATMAN
Bayburt,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6110,Fetani BATTAL,AK Parti,E,BAYBURT
Bilecik,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7522,Selim YAĞCI,AK Parti,E,BILECIK
Bilecik,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6062,Yaşar TÜZÜN,CHP,E,BILECIK
Bingöl,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6577,Cevdet YILMAZ,AK Parti,E,BINGOL
Bingöl,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7682,Erdal AYDEMİR,HDP,E,BINGOL
Bingöl,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6157,Feyzi BERDİBEK,AK Parti,E,BINGOL
Bitlis,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6389,Cemal TAŞAR,AK Parti,E,BITLIS
Bitlis,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7152,Mahmut Celadet GAYDALI,HDP,E,BITLIS
Bitlis,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6266,Vahit KİLER,AK Parti,E,BITLIS
Bolu,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7598,Arzu AYDIN,AK Parti,K,BOLU
Bolu,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6751,Fehmi KÜPÇÜ,AK Parti,E,BOLU
Burdur,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6112,Bayram ÖZÇELİK,AK Parti,E,BURDUR
Burdur,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6986,Mehmet GÖKER,CHP,E,BURDUR
Burdur,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7541,Yasin UĞUR,AK Parti,E,BURDUR
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7550,Ahmet KILIÇ,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7605,Ahmet Kamil EROZAN,İYİ Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7539,Atilla ÖDÜNÇ,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=80072,Efkan ALA,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7127,Emine YAVUZ GÖZGEÇ,AK Parti,K,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7261,Erkan AYDIN,CHP,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6843,Hakan ÇAVUŞOĞLU,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7478,İsmail TATLIOĞLU,İYİ Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6444,İsmet BÜYÜKATAMAN,MHP,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7258,Lale KARABIYIK,CHP,K,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7394,Muhammet Müfit AYDIN,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7537,Mustafa ESGİN,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7538,Mustafa Hidayet VAHAPOĞLU,MHP,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7241,Nurhayat ALTACA KAYIŞOĞLU,CHP,K,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7278,Orhan SARIBAL,CHP,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7405,Osman MESTEN,AK Parti,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7549,Refik ÖZEN,AK Parti,E,BURSA
