city,link,name,party,sex,city_en
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7551,Vildan YILMAZ GÜREL,AK Parti,K,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7431,Yüksel ÖZKAN,CHP,E,BURSA
Bursa,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7525,Zafer IŞIK,AK Parti,E,BURSA
Çanakkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6771,Bülent TURAN,AK Parti,E,CANAKKALE
Çanakkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7677,Jülide İSKENDEROĞLU,AK Parti,K,CANAKKALE
Çanakkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7218,Muharrem ERKEK,CHP,E,CANAKKALE
Çanakkale,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7670,Özgür CEYLAN,CHP,E,CANAKKALE
Çankırı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7149,Muhammet Emin AKBAŞOĞLU,AK Parti,E,CANKIRI
Çankırı,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7407,Salim ÇİVİTCİOĞLU,AK Parti,E,CANKIRI
Çorum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7319,Ahmet Sami CEYLAN,AK Parti,E,CORUM
Çorum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7487,Erol KAVUNCU,AK Parti,E,CORUM
Çorum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7488,Oğuzhan KAYA,AK Parti,E,CORUM
Çorum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6803,Tufan KÖSE,CHP,E,CORUM
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7637,Ahmet YILDIZ,AK Parti,E,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7380,Cahit ÖZKAN,AK Parti,E,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7115,Gülizar BİÇER KARACA,CHP,K,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7625,Haşim Teoman SANCAR,CHP,E,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7638,Nilgün ÖK,AK Parti,K,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7379,Şahin TİN,AK Parti,E,DENIZLI
Denizli,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7483,Yasin ÖZTÜRK,İYİ Parti,E,DENIZLI
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7645,Dersim DAĞ,HDP,K,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7395,Ebubekir BAL,AK Parti,E,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7274,Garo PAYLAN,HDP,E,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7153,Hişyar ÖZSOY,HDP,E,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7090,İmam TAŞÇIER,HDP,E,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6123,Mehmet Mehdi EKER,AK Parti,E,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6939,Oya ERONAT,AK Parti,K,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7617,Remziye TOSUN,HDP,K,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7667,Salihe AYDENİZ,DBP,K,DIYARBAKIR
Diyarbakır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7618,Semra GÜZEL,HDP,K,DIYARBAKIR
Düzce,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7106,Ayşe KEŞİR,AK Parti,K,DUZCE
Düzce,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6198,Fahri ÇAKIR,AK Parti,E,DUZCE
Düzce,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7608,Ümit YILMAZ,MHP,E,DUZCE
Edirne,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7536,Fatma AKSAL,AK Parti,K,EDIRNE
Edirne,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7103,Okan GAYTANCIOĞLU,CHP,E,EDIRNE
Edirne,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7575,Orhan ÇAKIRLAR,İYİ Parti,E,EDIRNE
Elazığ,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7383,Gürsel EROL,CHP,E,ELAZIG
Elazığ,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7285,Metin BULUT,AK Parti,E,ELAZIG
Elazığ,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6761,Sermin BALIK,AK Parti,K,ELAZIG
Elazığ,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6097,Zülfü DEMİRBAĞ,AK Parti,E,ELAZIG
Elazığ,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7672,Zülfü Tolga AĞAR,AK Parti,E,ELAZIG
Erzincan,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7472,Burhan ÇAKIR,AK Parti,E,ERZINCAN
Erzincan,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7473,Süleyman KARAMAN,AK Parti,E,ERZINCAN
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7038,İbrahim AYDEMİR,AK Parti,E,ERZURUM
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6996,Kamil AYDIN,MHP,E,ERZURUM
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7484,Muhammet Naci CİNİSLİ,İYİ Parti,E,ERZURUM
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6331,Recep AKDAĞ,AK Parti,E,ERZURUM
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7315,Selami ALTINOK,AK Parti,E,ERZURUM
Erzurum,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7074,Zehra TAŞKESENLİOĞLU BAN,AK Parti,K,ERZURUM
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7430,Arslan KABUKCUOĞLU,İYİ Parti,E,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7390,Emine Nur GÜNAY,AK Parti,K,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7389,Harun KARACAN,AK Parti,E,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7432,Jale Nur SÜLLÜ,CHP,K,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7421,Metin Nurullah SAZAK,MHP,E,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6804,Nabi AVCI,AK Parti,E,ESKISEHIR
Eskişehir,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7123,Utku ÇAKIRÖZER,CHP,E,ESKISEHIR
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6763,Abdullah Nejat KOÇER,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6158,Ahmet UZER,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6770,Ali ŞAHİN,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7412,Ali Muhittin TAŞDOĞAN,MHP,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7664,Bayram YILMAZKAYA,CHP,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6766,Derya BAKBAK,AK Parti,K,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7524,İmam Hüseyin FİLİZ,İYİ Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7456,İrfan KAPLAN,CHP,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7260,Mahmut TOĞRUL,HDP,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6506,Mehmet ERDOĞAN,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7508,Mehmet Sait KİRAZOĞLU,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7506,Müslüm YÜKSEL,AK Parti,E,GAZIANTEP
Gaziantep,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7410,Sermet ATAY,MHP,E,GAZIANTEP
Giresun,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7373,Cemal ÖZTÜRK,AK Parti,E,GIRESUN
Giresun,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7442,Kadir AYDIN,AK Parti,E,GIRESUN
Giresun,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7603,Necati TIĞLI,CHP,E,GIRESUN
Giresun,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7374,Sabri ÖZTÜRK,AK Parti,E,GIRESUN
Gümüşhane,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7320,Cihan PEKTAŞ,AK Parti,E,GUMUSHANE
Gümüşhane,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7327,Hacı Osman AKGÜL,AK Parti,E,GUMUSHANE
Hakkari,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7607,Husret DİNÇ,AK Parti,E,HAKKARI
Hakkari,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7646,Sait DEDE,HDP,E,HAKKARI
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7528,Abdulkadir ÖZEL,AK Parti,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7680,Barış Atay MENGÜLLÜOĞLU,TİP,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6736,Hacı Bayram TÜRKOĞLU,AK Parti,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7529,Hüseyin ŞANVERDİ,AK Parti,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7281,Hüseyin YAYMAN,AK Parti,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7486,İsmet TOKDEMİR,CHP,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7628,Lütfi KAŞIKÇI,MHP,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7485,Mehmet GÜZELMANSUR,CHP,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7530,Sabahat ÖZGÜRSOY ÇELİK,AK Parti,K,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7185,Serkan TOPAL,CHP,E,HATAY
Hatay,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7558,Suzan ŞAHİN,CHP,K,HATAY
Iğdır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7593,Habip EKSİK,HDP,E,IGDIR
Iğdır,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7552,Yaşar KARADAĞ,MHP,E,IGDIR
Isparta,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7599,Aylin CESUR,İYİ Parti,K,ISPARTA
Isparta,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7512,Mehmet Uğur GÖKGÖZ,AK Parti,E,ISPARTA
Isparta,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6089,Recep ÖZEL,AK Parti,E,ISPARTA
Isparta,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6378,Süreyya Sadi BİLGİÇ,AK Parti,E,ISPARTA
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5464,Abdul Ahat ANDİCAN,İYİ Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7655,Abdullah GÜLER,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7505,Ahmet ÇELİK,İYİ Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7559,Ahmet ŞIK,BAĞIMSIZ,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6897,Ahmet Berat ÇONKAR,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7376,Ahmet Hamdi ÇAMLI,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7493,Ahmet Mücahit ARINÇ,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7574,Ahmet Ünal ÇEVİKÖZ,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6662,Akif Çağatay KILIÇ,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6624,Alev DEDEGİL,AK Parti,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7141,Ali KENANOĞLU,HDP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7294,Ali ŞEKER,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7122,Arzu ERDEM,MHP,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6748,Aykut ERDOĞDU,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7307,Aziz BABUŞCU,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6623,Canan KALSIN,AK Parti,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5687,Celal ADAN,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7527,Cemal ÇETİN,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7586,Dilşat CANBAZ KAYA,HDP,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6726,Edip Semih YALÇIN,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7623,Emine Gülizar EMECAN,CHP,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7509,Emine Sare AYDIN,AK Parti,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6030,Engin ALTAY,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5486,Erdoğan TOPRAK,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7642,Erkan BAŞ,TİP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7146,Erkan KANDEMİR,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7681,Erol KATIRCIOĞLU,HDP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6883,Erol KAYA,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7469,Eyüp ÖZSOY,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7475,Fatih Mehmet ŞEKER,BAĞIMSIZ,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7669,Fatih Süleyman DENİZOLGUN,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7401,Fatma Betül SAYAN KAYA,AK Parti,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7630,Fethi AÇIKEL,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7519,Feti YILDIZ,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7288,Gamze AKKUŞ İLGEZDİ,CHP,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7480,Gökan ZEYBEK,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6836,Gürsel TEKİN,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7063,Hakkı Saruhan OLUÇ,HDP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7075,Halis DALKILIÇ,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7349,Hasan TURAN,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7411,Hayati ARKAZ,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7513,Hayrettin NUHOĞLU,İYİ Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7368,Hulusi ŞENTÜRK,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7221,Hüda KAYA,HDP,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7658,İbrahim Özden KABOĞLU,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7507,İffet POLAT,AK Parti,K,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=5397,İlhan KESİCİ,CHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7126,İsmail Faruk AKSU,MHP,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=6952,İsmet UÇMA,AK Parti,E,ISTANBUL
İstanbul,https://www.tbmm.gov.tr/develop/owa/milletvekillerimiz_sd.bilgi?p_donem=27&p_sicil=7167,İzzet Ulvi YÖNTER,MHP,E,ISTANBUL
